x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,F
-2.1415926536,-0.8414709848,-0.4546487134,-0.0470400027,0.1892006238,0.1917848549,0.0465692497,-0.0938552284,-0.1236697808,-0.0457909428,0.0544021111,0.0909082006,0.0447144098,-0.0323205413,-0.0707576683,-0.0433525227,0.0179939573,0.0565527936,0.0417215137,-0.0078882742,-0.0456472625,-0.0398407447,0.0004023322,0.0367921915,0.0377324318,0.0052940700,-1.2822139265
-2.0415926536,-0.8912073601,-0.4042482019,0.0525818980,0.2379005185,0.1411080651,-0.0519235606,-0.1411668906,-0.0731146491,0.0508373215,0.0999990207,0.0408770422,-0.0493394596,-0.0759055357,-0.0216513112,0.0474523562,0.0593027811,0.0087646486,-0.0452040965,-0.0466925015,0.0004425655,0.0426279699,0.0365116239,-0.0072382610,-0.0397618789,-0.0279696013,-1.3070174967
-1.9415926536,-0.9320390860,-0.3377315903,0.1475068144,0.2490411522,0.0558830996,-0.1322779773,-0.1220855583,0.0217908477,0.1089929145,0.0536572918,-0.0538248650,-0.0804714814,-0.0082887425,0.0633976453,0.0500658165,-0.0214571831,-0.0588113471,-0.0211805829,0.0380786714,0.0452789181,-0.0032003844,-0.0433765952,-0.0271468320,0.0209078875,0.0395212650,-1.1977699014
-1.8415926536,-0.9635581854,-0.2577506859,0.2292553864,0.2208636639,-0.0430239976,-0.1664238909,-0.0455854803,0.1034783086,0.0846648427,-0.0420167037,-0.0897065422,-0.0089794710,0.0714710779,0.0432023445,-0.0403693246,-0.0580497021,0.0063903880,0.0548286421,0.0220716272,-0.0381279225,-0.0393965667,0.0145427255,0.0434128274,0.0089271892,-0.0353548169,-1.1752342667
-1.7415926536,-0.9854497300,-0.1674940751,0.2905252575,0.1578166595,-0.1313973197,-0.1424331513,0.0523541613,0.1223972161,-0.0037358941,-0.0990607356,-0.0275562142,0.0739639195,0.0465256017,-0.0487116871,-0.0557770426,0.0248472302,0.0571646145,-0.0037337818,-0.0523497249,-0.0135452894,0.0429787909,0.0262597747,-0.0307030199,-0.0340735939,0.0171273068,-1.1340607272
-1.6415926536,-0.9974949866,-0.0705600040,0.3258433726,0.0698538745,-0.1875999954,-0.0686864142,0.1256708229,0.0670716148,-0.0893093807,-0.0650287840,0.0647077584,0.0625822706,-0.0465799900,-0.0597611170,0.0324783008,0.0565986476,-0.0211210796,-0.0531319960,0.0117766126,0.0494015812,-0.0039987836,-0.0454505391,-0.0024994556,0.0413241189,0.0079119520,-1.0460015990
-1.5415926536,-0.9995736030,0.0291870717,0.3320548696,-0.0291373012,-0.1978716493,0.0290544635,0.1398825327,-0.0289387281,-0.1072953085,0.0287903317,0.0862585907,-0.0286095774,-0.0714457872,0.0283968345,0.0603718908,-0.0281525371,-0.0517219448,0.0278771834,0.0447352129,-0.0275713341,-0.0389412502,0.0272356113,0.0340336745,-0.0268706972,-0.0298045264,-1.0480559773
-1.4415926536,-0.9916648105,0.1277705510,0.3086048941,-0.1235283378,-0.1596974225,0.1166457813,0.0883053017,-0.1073952269,-0.0440822859,0.0961397492,0.0135453660,-0.0833160750,0.0083566612,0.0694141747,-0.0239372236,-0.0549545664,0.0344492553,0.0404644871,-0.0407014679,-0.0264541343,0.0433174606,0.0133941637,-0.0428521869,-0.0016955524,0.0398434601,-0.9500279840
-1.3415926536,-0.9738476309,0.2212602216,0.2575881625,-0.1984169660,-0.0824236970,0.1634893717,-0.0048032925,-0.1207072221,0.0524913318,0.0750987247,-0.0739703398,-0.0317708743,0.0759165814,-0.0048005766,-0.0637583952,0.0313618313,0.0428447510,-0.0462644159,-0.0184184931,0.0495889427,-0.0047960522,-0.0430005719,0.0230690947,0.0293712766,-0.0340361410,-0.9289343784
-1.2415926536,-0.9463000877,0.3059289455,0.1835618475,-0.2419799180,0.0150302241,0.1532214209,-0.0956528232,-0.0607998361,0.1093405561,-0.0149877210,-0.0806506844,0.0602912297,0.0322585320,-0.0710460553,0.0149170427,0.0531230654,-0.0454898759,-0.0194417427,0.0526104812,-0.0148184289,-0.0384749240,0.0372176056,0.0121114177,-0.0416208371,0.0146922140,-0.8769583520
-1.1415926536,-0.9092974268,0.3784012477,0.0931384994,-0.2473395617,0.1088042222,0.0894288197,-0.1415153365,0.0359879146,0.0834430274,-0.0912945251,0.0008046645,0.0754648635,-0.0586583423,-0.0193504135,0.0658687749,-0.0344641676,-0.0311225109,0.0550988252,-0.0155983462,-0.0372556580,0.0436438832,-0.0008046330,-0.0392081890,0.0320106109,0.0104949941,-0.8033187634
-1.0415926536,-0.8632093666,0.4357878862,-0.0056046335,-0.2136497270,0.1759391520,-0.0056038412,-0.1208209759,0.1109458792,-0.0056025209,-0.0836655639,0.0813806698,-0.0056006727,-0.0636406077,0.0644681863,-0.0055982970,-0.0511103909,0.0535098042,-0.0055953943,-0.0425249160,0.0458260774,-0.0055919649,-0.0362705508,0.0401355347,-0.0055880095,-0.0315082091,-0.7931924520
-0.9415926536,-0.8084964038,0.4758010369,-0.1038471212,-0.1462292982,0.1999980413,-0.0986789191,-0.0433026224,0.1186055622,-0.0904081931,0.0008851309,0.0730232479,-0.0795237579,0.0246107663,0.0412653603,-0.0666607907,0.0374489656,0.0173336236,-0.0525562546,0.0430940696,-0.0008850963,-0.0379977198,0.0434951523,-0.0142744997,-0.0237694847,0.0399902069,-0.7010789976
-0.8415926536,-0.7457052122,0.4968455018,-0.1928132548,-0.0557224785,0.1750904349,-0.1572826116,0.0545816310,0.0543207028,-0.1067947472,0.0846220404,-0.0151345458,-0.0520314280,0.0768073101,-0.0504406755,-0.0038324985,0.0489234071,-0.0579764882,0.0294771765,0.0146611898,-0.0450894174,0.0439579666,-0.0149233406,-0.0211140209,0.0406429468,-0.0325675889,-0.6814980001
-0.7415926536,-0.6754631806,0.4980823044,-0.2645559546,0.0435816953,0.1073145836,-0.1609429628,0.1267952905,-0.0429143661,-0.0423611657,0.0905578362,-0.0867531904,0.0418157751,0.0164809646,-0.0584118753,0.0661185902,-0.0403060458,-0.0023937210,0.0391617021,-0.0525736890,0.0384127331,-0.0063862966,-0.0259303470,0.0424100315,-0.0361702224,0.0121924248,-0.6222390858
-0.6415926536,-0.5984721441,0.4794621373,-0.3126666589,0.1360052777,0.0132643795,-0.1083813067,0.1393751436,-0.1141181563,0.0541305014,0.0132351750,-0.0635672756,0.0823359687,-0.0679900326,0.0305844764,0.0131865866,-0.0465695725,0.0585933237,-0.0472724180,0.0193318605,0.0131187427,-0.0375097727,0.0454434170,-0.0353995531,0.0127004425,0.0130318222,-0.5581476358
-0.5415926536,-0.5155013718,0.4417273279,-0.3328477818,0.2069566173,-0.0840334074,-0.0179589420,0.0864046889,-0.1160994043,0.1096572842,-0.0762558450,0.0290854511,0.0178543784,-0.0528554728,0.0688085875,-0.0642530258,0.0430256644,-0.0127051333,-0.0176809173,0.0400741114,-0.0493313796,0.0442596218,-0.0275566563,0.0047617153,0.0174397694,-0.0330731472,-0.5400972671
-0.4415926536,-0.4273798802,0.3863822438,-0.3232966036,0.2452340575,-0.1607568853,0.0787369977,-0.0072032411,-0.0476563115,0.0821976206,-0.0956375928,0.0899533712,-0.0693966238,0.0397124785,-0.0071940784,-0.0222767451,0.0440569148,-0.0553193508,0.0553067009,-0.0452429447,0.0279394524,-0.0071788226,-0.0130091709,0.0290543196,-0.0384203952,0.0399608592,-0.4514336297
-0.3415926536,-0.3349881502,0.3156333189,-0.2848663027,0.2447944323,-0.1981214711,0.1479278389,-0.0974233743,0.0496944604,-0.0074675636,-0.0270905788,0.0525195495,-0.0681471879,0.0741015557,-0.0712541014,0.0611014365,-0.0455985461,0.0269603209,-0.0074506793,-0.0108209674,0.0260775501,-0.0370112205,0.0428684795,-0.0434781083,0.0392221466,-0.0309556273,-0.4337727895
-0.2415926536,-0.2392493292,0.2323010897,-0.2209897434,0.2057071487,-0.1869790111,0.1654432301,-0.1418237723,0.1169012394,-0.0914814445,0.0663633884,-0.0423080433,0.0200092998,-0.0000683198,-0.0170276337,0.0309210344,-0.0413940033,0.0483719729,-0.0519210810,0.0522395564,-0.0496436324,0.0445487637,-0.0374471253,0.0288825224,-0.0194239336,0.0096389471,-0.3684288798
-0.1415926536,-0.1411200081,0.1397077491,-0.1373728284,0.1341432295,-0.1300575680,0.1251645411,-0.1195222341,0.1131972953,-0.1062639920,0.0988031624,-0.0909010782,0.0826482378,-0.0741381066,0.0654658249,-0.0567269016,0.0480159163,-0.0394252456,0.0310438360,-0.0229560397,0.0152405311,-0.0079693191,0.0012068706,0.0049906441,-0.0105759734,0.0155112654,-0.3118901914
-0.0415926536,-0.0415806624,0.0415447014,-0.0414848078,0.0414010439,-0.0412934964,0.0411622770,-0.0410075216,0.0408293908,-0.0406280689,0.0404037645,-0.0401567097,0.0398871599,-0.0395953936,0.0392817121,-0.0389464390,0.0385899197,-0.0382125213,0.0378146319,-0.0373966601,0.0369590348,-0.0365022043,0.0360266359,-0.0355328153,0.0350212463,-0.0344924496,-0.2879082320
0.0584073464,0.0583741434,-0.0582746024,0.0581089271,-0.0578774563,0.0575806633,-0.0572191548,0.0567936690,-0.0563050743,0.0557543668,-0.0551426681,0.0544712227,-0.0537413944,0.0529546638,-0.0521126241,0.0512169774,-0.0502695308,0.0492721916,-0.0482269632,0.0471359399,-0.0460013019,0.0448253104,-0.0436103016,0.0423586816,-0.0410729204,0.0397555462,-0.2012516892
0.1584073464,0.1577456941,-0.1557706818,0.1525119646,-0.1480183787,0.1423570685,-0.1356122896,0.1278839097,-0.1192856368,0.1099430093,-0.0999911860,0.0895725803,-0.0788343819,0.0679260147,-0.0569965798,0.0461923303,-0.0356542271,0.0255156201,-0.0159000978,0.0069195450,0.0013275577,-0.0087575623,0.0153027865,-0.0209123323,0.0255525805,-0.0292073544,-0.1861900472
0.2584073464,0.2555411020,-0.2470566756,0.2332915625,-0.2147904537,0.1922794984,-0.1666321500,0.1388283494,-0.1099091327,0.0809289742,-0.0529082686,0.0267883274,-0.0033911048,-0.0166144051,0.0327375325,-0.0446819451,0.0523517036,-0.0558472859,0.0554520342,-0.0516099733,0.0448963840,-0.0359828679,0.0255988876,-0.0144919104,0.0033882959,0.0070430248,-0.1147904965
0.3584073464,0.3507832277,-0.3284932994,0.2932319200,-0.2476518389,0.1951252011,-0.1394426064,0.0844796471,-0.0338632235,-0.0093304951,0.0428182669,-0.0652704175,0.0763767957,-0.0768146825,0.0681251895,-0.0525136818,0.0325969376,-0.0111243894,-0.0092975389,0.0264503868,-0.0386945341,0.0450891837,-0.0454327345,0.0402235572,-0.0305495967,0.0179224057,-0.0652563197
0.4584073464,0.4425204433,-0.3968339319,0.3269787434,-0.2414144441,0.1501974494,-0.0635417486,-0.0096011532,0.0627236626,-0.0925288317,0.0991778853,-0.0860011439,0.0587425531,-0.0244812701,-0.0095794448,0.0372526033,-0.0542553336,0.0587139186,-0.0512271936,0.0345077050,-0.0126911681,-0.0095433296,0.0278755424,-0.0391080728,0.0416658653,-0.0357598665,-0.0362105611
0.5584073464,0.5298361409,-0.4493540479,0.3315175294,-0.1970630168,0.0684961237,0.0345560701,-0.0991663812,0.1212632167,-0.1057031932,0.0643538133,-0.0127491531,-0.0338051564,0.0637172604,-0.0713815712,0.0577839716,-0.0294284780,-0.0040055409,0.0325753903,-0.0487623489,0.0492573130,-0.0354533581,0.0126231588,0.0118899852,-0.0308986978,0.0393751719,0.0494742019
0.6584073464,0.6118578909,-0.4839598360,0.3064428419,-0.1215996722,-0.0299754419,0.1205824593,-0.1420921106,0.1062461307,-0.0388834854,-0.0296368579,0.0744352111,-0.0832416742,0.0585698551,-0.0146855986,-0.0290776503,0.0559739286,-0.0576817348,0.0364247998,-0.0029789878,-0.0283053818,0.0453403091,-0.0427330285,0.0232640488,0.0039031458,-0.0273304686,0.0608586925
0.7584073464,0.6877661592,-0.4992716727,0.2539945280,-0.0269384131,-0.1211079739,0.1644859264,-0.1181897001,0.0267815675,0.0573624689,-0.0963795386,0.0802761992,-0.0265213759,-0.0323825251,0.0663894327,-0.0618977149,0.0261596540,0.0188694888,-0.0491269719,0.0506885002,-0.0256989228,-0.0103263988,0.0376737112,-0.0428905409,0.0251423874,0.0044160890,0.1392743637
0.8584073464,0.7568024953,-0.4946791233,0.1788576393,0.0719758292,-0.1825890501,0.1509297270,-0.0387008269,-0.0689283352,0.1101976504,-0.0745113160,-0.0016092659,0.0640212218,-0.0758944302,0.0372536430,0.0203207081,-0.0575016274,0.0528192753,-0.0141012979,-0.0297951388,0.0496944327,-0.0349138248,-0.0016090138,0.0338898291,-0.0409828227,0.0202546256,0.1812010038
0.9584073464,0.8182771111,-0.4703652783,0.0877439305,0.1595266706,-0.1993659589,0.0846494317,0.0589896499,-0.1228272347,0.0796374470,0.0158622669,-0.0817361127,0.0729185482,-0.0082208172,-0.0537256422,0.0647725749,-0.0228016139,-0.0324804344,0.0555346608,-0.0314235852,-0.0156614391,0.0455786156,-0.0357798984,-0.0022694201,0.0352985645,-0.0368698170,0.2152622194
1.0584073464,0.8715757724,-0.4272994540,-0.0112076824,0.2218917584,-0.1673311277,-0.0112013454,0.1289363726,-0.1022207818,-0.0111907886,0.0916521548,-0.0725411015,-0.0111760190,0.0714963122,-0.0555168308,-0.0111570467,0.0588332199,-0.0444494250,-0.0111338846,0.0501129733,-0.0366595160,-0.0111065483,0.0437220342,-0.0308657088,-0.0110750565,0.0388214113,0.3009096919
1.1584073464,0.9161659367,-0.3671985489,-0.1091581464,0.2492250165,-0.0943278006,-0.1031391704,0.1382423046,-0.0196085744,-0.0935500585,0.0831774743,0.0159273882,-0.0810179825,0.0464711768,0.0348535680,-0.0663510114,0.0193658101,0.0439345618,-0.0504753770,-0.0009784177,0.0461729224,-0.0343644203,-0.0156810335,0.0433995833,-0.0189652104,-0.0253332347,0.3067867561
1.2584073464,0.9516020739,-0.2924585964,-0.1973578382,0.2372111245,0.0017702619,-0.1590475157,0.0825307206,0.0748979312,-0.1051125092,-0.0017701925,0.0869903045,-0.0475389695,-0.0466343415,0.0673647536,0.0017700769,-0.0599641647,0.0331279723,0.0340701073,-0.0494803488,-0.0017699151,0.0458040358,-0.0252654227,-0.0269664946,0.0390447104,0.0017697071,0.3945874708
1.3584073464,0.9775301177,-0.2060592426,-0.2679281422,0.1877468117,0.0974349025,-0.1593959881,-0.0119963508,0.1239723567,-0.0371279085,-0.0850903525,0.0629895413,0.0465657541,-0.0714204402,-0.0119539786,0.0666014320,-0.0158639602,-0.0524712755,0.0349937775,0.0329713787,-0.0446998332,-0.0118835578,0.0454184925,-0.0074653258,-0.0386174377,0.0224976556,0.4267484265
1.4584073464,0.9936910036,-0.1114449571,-0.3145652231,0.1086414055,0.1692440808,-0.1040628559,-0.1008813510,0.0978468142,0.0589543531,-0.0901788348,-0.0298466813,0.0812858936,0.0084245733,-0.0714283207,0.0076523209,0.0608906048,-0.0196067024,-0.0499714264,0.0281617433,0.0389733035,-0.0338053001,-0.0281922444,0.0369144298,0.0179078014,-0.0378174134,0.4667870174
1.5584073464,0.9999232576,-0.0123877127,-0.3331031296,0.0123839102,0.1996164056,-0.0123775743,-0.1423202755,0.0123687072,0.1104211356,-0.0123573123,-0.0900662190,0.0123433937,0.0759275672,-0.0123269566,-0.0655188245,0.0123080070,0.0575237068,-0.0122865520,-0.0511801743,0.0122625993,0.0460165059,-0.0122361578,-0.0417250730,0.0122072373,0.0380967030,0.5535131747
1.6584073464,0.9961646088,0.0871633906,-0.3218859255,-0.0858287322,0.1811156724,0.0836315502,-0.1168237506,-0.0806120916,0.0783234042,0.0768254661,-0.0518606940,-0.0723404448,0.0321964973,0.0672379655,-0.0169215575,-0.0616093806,0.0047834765,0.0555544871,0.0049302895,-0.0491793873,-0.0126572074,0.0425942295,0.0186864015,-0.0359108815,-0.0232244474,0.5503529387
1.7584073464,0.9824526126,0.1832395646,-0.2819156104,-0.1704909050,0.1182715060,0.1504257680,-0.0363831904,-0.1246946774,-0.0130479181,0.0953752653,0.0430185997,-0.0647696360,-0.0587025166,0.0351834464,0.0631248572,-0.0087100781,-0.0587563560,-0.0129576397,0.0479923520,0.0286690936,-0.0332366222,-0.0378973455,0.0168244706,0.0407536794,-0.0008844675,0.6528842528
1.8584073464,0.9589242747,0.2720105554,-0.2167626134,-0.2282363127,0.0264703500,0.1646719373,0.0611689528,-0.0931391451,-0.0945448361,0.0262374854,0.0908868339,0.0254008851,-0.0636022061,-0.0552779058,0.0258521090,0.0621180409,0.0103573894,-0.0496664813,-0.0359611429,0.0253182821,0.0462159659,0.0020110308,-0.0411058841,-0.0241921327,0.0246416184,0.6697970510
1.9584073464,0.9258146823,0.3499373438,-0.1322468577,-0.2499482250,-0.0718116708,0.1213934613,0.1299523817,-0.0050866572,-0.1044921070,-0.0670229176,0.0394332310,0.0831780513,0.0246754853,-0.0539743018,-0.0594674455,0.0050824438,0.0560873708,0.0355262969,-0.0247406274,-0.0497413396,-0.0134272785,0.0355303577,0.0379512592,-0.0050754262,-0.0385984830,0.7189290279
2.0584073464,0.8834546557,0.4139132345,-0.0359178841,-0.2321988085,-0.1525116901,0.0357087567,0.1376171749,0.0860513287,-0.0353618346,-0.0986627592,-0.0551133127,0.0348795387,0.0768035329,0.0369301901,-0.0342652304,-0.0624148507,-0.0248104873,0.0335231832,0.0519579163,0.0160811202,-0.0326585474,-0.0438303412,-0.0094661439,0.0316773075,0.0372042380,0.8085902874
2.1584073464,0.8322674422,0.4613877108,0.0636195271,-0.1777903057,-0.1958715286,-0.0624500439,0.0805584605,0.1249917333,0.0605295693,-0.0395925150,-0.0894316007,-0.0579003087,0.0164142249,0.0665281396,0.0546197925,-0.0014374762,-0.0496939814,-0.0507593718,-0.0088542771,0.0363571250,0.0464023594,0.0160580519,-0.0253371298,-0.0416418687,-0.0210133925,0.7879603362
2.2584073464,0.7727644876,0.4904681150,0.1574739955,-0.0953126229,-0.1912751857,-0.1387932476,-0.0143881567,0.0881138297,0.1106134018,0.0558789049,-0.0260183418,-0.0768407904,-0.0680219611,-0.0143149944,0.0419925330,0.0624987980,0.0376160791,-0.0104579120,-0.0462329255,-0.0463409253,-0.0141935534,0.0249299783,0.0432291880,0.0297355971,-0.0035347474,0.9195895437
2.3584073464,0.7055403256,0.4999951033,0.2372617808,0.0022128273,-0.1398480063,-0.1666519767,-0.1025677990,-0.0022127406,0.0769872171,0.0999755173,0.0658279629,0.0022125962,-0.0528058147,-0.0713942970,-0.0486789239,-0.0022123939,0.0400007320,0.0555114908,0.0387475220,0.0022121339,-0.0320712391,-0.0454006920,-0.0322680130,-0.0022118161,0.0266770732,0.9048385700
2.4584073464,0.6312666379,0.4895888646,0.2958556779,0.0993889208,-0.0541811577,-0.1362943758,-0.1425082027,-0.0911970922,-0.0149013586,0.0521551002,0.0857369591,0.0784442931,0.0397709739,-0.0099543749,-0.0488793547,-0.0623695963,-0.0479238273,-0.0147667420,0.0211795863,0.0444997802,0.0465756336,0.0285067377,-0.0002303814,-0.0264736385,-0.0392095864,0.9740794770
2.5584073464,0.5506855426,0.4596642628,0.3280216684,0.1808736890,0.0447511280,-0.0583252282,-0.1154247720,-0.1248625113,-0.0955128833,-0.0436164755,0.0119519413,0.0546371997,0.0740831926,0.0680104637,0.0417637464,0.0058547188,-0.0276512895,-0.0488014214,-0.0524418006,-0.0392490194,-0.0149558153,0.0118481981,0.0325750082,0.0412548054,0.0361479463,1.0712822949
2.6584073464,0.4646021794,0.4114142975,0.3308864602,0.2338024788,0.1327267768,0.0400185997,-0.0340552674,-0.0827880066,-0.1038421620,-0.0992872648,-0.0748942506,-0.0388478672,-0.0001366395,0.0330734633,0.0547878558,0.0620276863,0.0550492601,0.0369423123,0.0127281877,-0.0118330697,-0.0314748634,-0.0424520933,-0.0431775123,-0.0343684300,-0.0187098065,1.0021923245
2.7584073464,0.3738766648,0.3467625424,0.3041941499,0.2498189980,0.1882062817,0.1243827793,0.0633309616,0.0095045920,-0.0335857628,-0.0636738007,-0.0798954245,-0.0827908515,-0.0741562944,-0.0567676596,-0.0340126672,-0.0094770764,0.0134657013,0.0320146799,0.0442120200,0.0490976085,0.0467357397,0.0381180106,0.0249612740,0.0094313232,-0.0061694623,1.2275843274
2.8584073464,0.2794154982,0.2682864590,0.2503290823,0.2263945905,0.1976063248,0.1652964756,0.1309316497,0.0960318327,0.0620876721,0.0304810621,0.0024137413,-0.0211519469,-0.0395368043,-0.0523707371,-0.0595997776,-0.0614742341,-0.0585192230,-0.0514899170,-0.0413147573,-0.0290305592,-0.0157138488,-0.0024128903,0.0099153156,0.0204592331,0.0285950572,1.0856292984
2.9584073464,0.1821625043,0.1791146411,0.1741028632,0.1672274551,0.1586254479,0.1484673573,0.1369531371,0.1243074523,0.1107743946,0.0966117770,0.0820851519,0.0674617075,0.0530041967,0.0389650504,0.0255808242,0.0130671129,0.0016140581,-0.0086174459,-0.0174987600,-0.0249356577,-0.0308695890,-0.0352780333,-0.0381739481,-0.0396043430,-0.0396480327,1.2754993221
3.0584073464,0.0830894028,0.0828020877,0.0823245539,0.0816587815,0.0808075291,0.0797743198,0.0785634242,0.0771798393,0.0756292637,0.0739180697,0.0720532718,0.0700424926,0.0678939254,0.0656162937,0.0632188094,0.0607111272,0.0581032980,0.0554057205,0.0526290904,0.0497843493,0.0468826323,0.0439352143,0.0409534569,0.0379487542,0.0349324793,1.3658581871
3.1415926536,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.2500000000
